"Label","prompt","src","response","remove","text"
"Black","Instead of coal, Santa now gives the bad children _.","json-against-humanity/src/Base",NA,FALSE,"Instead of coal, Santa now gives the bad children _."
"Black","Next from J.K. Rowling: Harry Potter and the Chamber of _.","json-against-humanity/src/Base",NA,FALSE,"Next from J.K. Rowling: Harry Potter and the Chamber of _."
"Black","A romantic, candlelit dinner would be incomplete without _.","json-against-humanity/src/Base",NA,FALSE,"A romantic, candlelit dinner would be incomplete without _."
"Black","_. Betcha can't have just one!","json-against-humanity/src/Base",NA,FALSE,"_. Betcha can't have just one!"
"Black","War!<br><br>What is it good for?","json-against-humanity/src/Base",NA,FALSE,"War!<br><br>What is it good for?"
"Black","BILLY MAYS HERE FOR _.","json-against-humanity/src/Base",NA,FALSE,"BILLY MAYS HERE FOR _."
"Black","_. High five, bro.","json-against-humanity/src/Base",NA,FALSE,"_. High five, bro."
"Black","What did I bring back from Mexico?","json-against-humanity/src/Base",NA,FALSE,"What did I bring back from Mexico?"
"Black","What are my parents hiding from me?","json-against-humanity/src/Base",NA,FALSE,"What are my parents hiding from me?"
"Black","What would grandma find disturbing, yet oddly charming?","json-against-humanity/src/Base",NA,FALSE,"What would grandma find disturbing, yet oddly charming?"
"Black","What did the U.S. airdrop to the children of Afghanistan?","json-against-humanity/src/Base",NA,FALSE,"What did the U.S. airdrop to the children of Afghanistan?"
"Black","What helps Obama unwind?","json-against-humanity/src/Base",NA,FALSE,"What helps Obama unwind?"
"Black","What's there a ton of in heaven?","json-against-humanity/src/Base",NA,FALSE,"What's there a ton of in heaven?"
"Black","Major League Baseball has banned _ for giving players an unfair advantage.","json-against-humanity/src/Base",NA,FALSE,"Major League Baseball has banned _ for giving players an unfair advantage."
"Black","What's the new fad diet?","json-against-humanity/src/Base",NA,FALSE,"What's the new fad diet?"
"Black","When I am the President of the United States, I will create the Department of _.","json-against-humanity/src/Base",NA,FALSE,"When I am the President of the United States, I will create the Department of _."
"Black","_. It's a trap!","json-against-humanity/src/Base",NA,FALSE,"_. It's a trap!"
"Black","How am I maintaining my relationship status?","json-against-humanity/src/Base",NA,FALSE,"How am I maintaining my relationship status?"
"Black","What will I bring back in time to convince people that I am a powerful wizard?","json-against-humanity/src/Base",NA,FALSE,"What will I bring back in time to convince people that I am a powerful wizard?"
"Black","Coming to Broadway this season, _: The Musical.","json-against-humanity/src/Base",NA,FALSE,"Coming to Broadway this season, _: The Musical."
"Black","What's my secret power?","json-against-humanity/src/Base",NA,FALSE,"What's my secret power?"
"Black","What gives me uncontrollable gas?","json-against-humanity/src/Base",NA,FALSE,"What gives me uncontrollable gas?"
"Black","But before I kill you, Mr. Bond, I must show you _.","json-against-humanity/src/Base",NA,FALSE,"But before I kill you, Mr. Bond, I must show you _."
"Black","What never fails to liven up the party?","json-against-humanity/src/Base",NA,FALSE,"What never fails to liven up the party?"
"Black","What am I giving up for Lent?","json-against-humanity/src/Base",NA,FALSE,"What am I giving up for Lent?"
"Black","What do old people smell like? ","json-against-humanity/src/Base",NA,FALSE,"What do old people smell like? "
"Black","The class field trip was completely ruined by _.","json-against-humanity/src/Base",NA,FALSE,"The class field trip was completely ruined by _."
"Black","When Pharaoh remained unmoved, Moses called down a plague of _.","json-against-humanity/src/Base",NA,FALSE,"When Pharaoh remained unmoved, Moses called down a plague of _."
"Black","I do not know with which weapons World War III will be fought, but World War IV will be fought with _.","json-against-humanity/src/Base",NA,FALSE,"I do not know with which weapons World War III will be fought, but World War IV will be fought with _."
"Black","What's Teach for America using to inspire inner city students to succeed?","json-against-humanity/src/Base",NA,FALSE,"What's Teach for America using to inspire inner city students to succeed?"
"Black","In Michael Jackson's final moments, he thought about _.","json-against-humanity/src/Base",NA,FALSE,"In Michael Jackson's final moments, he thought about _."
"Black","Why do I hurt all over?","json-against-humanity/src/Base",NA,FALSE,"Why do I hurt all over?"
"Black","Studies show that lab rats navigate mazes 50% faster after being exposed to _.","json-against-humanity/src/Base",NA,FALSE,"Studies show that lab rats navigate mazes 50% faster after being exposed to _."
"Black","Why am I sticky?","json-against-humanity/src/Base",NA,FALSE,"Why am I sticky?"
"Black","What's my anti-drug?","json-against-humanity/src/Base",NA,FALSE,"What's my anti-drug?"
"Black","And the Academy Award for _ goes to _.","json-against-humanity/src/Base",NA,FALSE,"And the Academy Award for _ goes to _."
"Black","For my next trick, I will pull _ out of _.","json-against-humanity/src/Base",NA,FALSE,"For my next trick, I will pull _ out of _."
"Black","_: Good to the last drop.","json-against-humanity/src/Base",NA,FALSE,"_: Good to the last drop."
"Black","What did Vin Diesel eat for dinner?","json-against-humanity/src/Base",NA,FALSE,"What did Vin Diesel eat for dinner?"
"Black","_: kid-tested, mother-approved.","json-against-humanity/src/Base",NA,FALSE,"_: kid-tested, mother-approved."
"Black","What gets better with age?","json-against-humanity/src/Base",NA,FALSE,"What gets better with age?"
"Black","I never truly understood _ until I encountered _.","json-against-humanity/src/Base",NA,FALSE,"I never truly understood _ until I encountered _."
"Black","Rumor has it that Vladimir Putin's favorite delicacy is _ stuffed with _.","json-against-humanity/src/Base",NA,FALSE,"Rumor has it that Vladimir Putin's favorite delicacy is _ stuffed with _."
"Black","Lifetime&reg; presents _, the story of _.","json-against-humanity/src/Base",NA,FALSE,"Lifetime&reg; presents _, the story of _."
"Black","Make a haiku.","json-against-humanity/src/Base",NA,FALSE,"Make a haiku."
"Black","In M. Night Shyamalan's new movie, Bruce Willis discovers that _ had really been _ all along.","json-against-humanity/src/Base",NA,FALSE,"In M. Night Shyamalan's new movie, Bruce Willis discovers that _ had really been _ all along."
"Black","_ is a slippery slope that leads to _.","json-against-humanity/src/Base",NA,FALSE,"_ is a slippery slope that leads to _."
"Black","In a world ravaged by _, our only solace is _.","json-against-humanity/src/Base",NA,FALSE,"In a world ravaged by _, our only solace is _."
"Black","That's right, I killed _. How, you ask? _.","json-against-humanity/src/Base",NA,FALSE,"That's right, I killed _. How, you ask? _."
"Black","When I was tripping on acid, _ turned into _.","json-against-humanity/src/Base",NA,FALSE,"When I was tripping on acid, _ turned into _."
"Black","_ + _ = _.","json-against-humanity/src/Base",NA,FALSE,"_ + _ = _."
"Black","What's the next superhero/sidekick duo?","json-against-humanity/src/Base",NA,FALSE,"What's the next superhero/sidekick duo?"
"Black","Dear Abby,<br><br>I'm having some trouble with _ and would like your advice.","json-against-humanity/src/Base",NA,FALSE,"Dear Abby,<br><br>I'm having some trouble with _ and would like your advice."
"Black","After the earthquake, Sean Penn brought _ to the people of Haiti.","json-against-humanity/src/Base",NA,FALSE,"After the earthquake, Sean Penn brought _ to the people of Haiti."
"Black","In L.A. County Jail, word is you can trade 200 cigarettes for _.","json-against-humanity/src/Base",NA,FALSE,"In L.A. County Jail, word is you can trade 200 cigarettes for _."
"Black","Maybe she's born with it. Maybe it's _.","json-against-humanity/src/Base",NA,FALSE,"Maybe she's born with it. Maybe it's _."
"Black","Life for American Indians was forever changed when the White Man introduced them to _.","json-against-humanity/src/Base",NA,FALSE,"Life for American Indians was forever changed when the White Man introduced them to _."
"Black","Next on ESPN2, the World Series of _.","json-against-humanity/src/Base",NA,FALSE,"Next on ESPN2, the World Series of _."
"Black","Step 1: _. Step 2: _. Step 3: Profit.","json-against-humanity/src/Base",NA,FALSE,"Step 1: _. Step 2: _. Step 3: Profit."
"Black","Here is the church<br>Here is the steeple<br>Open the doors<br>And there is _.","json-against-humanity/src/Base",NA,FALSE,"Here is the church<br>Here is the steeple<br>Open the doors<br>And there is _."
"Black","During his childhood, Salvador Dal&iacute; produced hundreds of paintings of _.","json-against-humanity/src/Base",NA,FALSE,"During his childhood, Salvador Dal&iacute; produced hundreds of paintings of _."
"Black","In 1,000 years, when paper money is a distant memory, how will we pay for goods and services?","json-against-humanity/src/Base",NA,FALSE,"In 1,000 years, when paper money is a distant memory, how will we pay for goods and services?"
"Black","What don't you want to find in your Kung Pao chicken?","json-against-humanity/src/Base",NA,FALSE,"What don't you want to find in your Kung Pao chicken?"
"Black","The Smithsonian Museum of Natural History has just opened an exhibit on _.","json-against-humanity/src/Base",NA,FALSE,"The Smithsonian Museum of Natural History has just opened an exhibit on _."
"Black","Daddy, why is Mommy crying?","json-against-humanity/src/Base",NA,FALSE,"Daddy, why is Mommy crying?"
"Black","What brought the orgy to a grinding halt?","json-against-humanity/src/CAHe1",NA,FALSE,"What brought the orgy to a grinding halt?"
"Black","In the distant future, historians will agree that _ marked the beginning of America's decline.","json-against-humanity/src/CAHe1",NA,FALSE,"In the distant future, historians will agree that _ marked the beginning of America's decline."
"Black","What's the gift that keeps on giving?","json-against-humanity/src/CAHe1",NA,FALSE,"What's the gift that keeps on giving?"
"Black","This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only _ and his wits.","json-against-humanity/src/CAHe1",NA,FALSE,"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only _ and his wits."
"Black","Michael Bay's new three-hour action epic pits _ against _.","json-against-humanity/src/CAHe1",NA,FALSE,"Michael Bay's new three-hour action epic pits _ against _."
"Black","And I would have gotten away with it, too, if it hadn't been for _!","json-against-humanity/src/CAHe1",NA,FALSE,"And I would have gotten away with it, too, if it hadn't been for _!"
"Black","In a pinch, _ can be a suitable substitute for _.","json-against-humanity/src/CAHe1",NA,FALSE,"In a pinch, _ can be a suitable substitute for _."
"Black","What has been making life difficult at the nudist colony?","json-against-humanity/src/CAHe1",NA,FALSE,"What has been making life difficult at the nudist colony?"
"Black","Science will never explain the origin of _.","json-against-humanity/src/CAHe1",NA,FALSE,"Science will never explain the origin of _."
"Black","In Rome, there are whisperings that the Vatican has a secret room devoted to _.","json-against-humanity/src/CAHe1",NA,FALSE,"In Rome, there are whisperings that the Vatican has a secret room devoted to _."
"Black","I learned the hard way that you can't cheer up a grieving friend with _.","json-against-humanity/src/CAHe1",NA,FALSE,"I learned the hard way that you can't cheer up a grieving friend with _."
"Black","An international tribunal has found _ guilty of _.","json-against-humanity/src/CAHe1",NA,FALSE,"An international tribunal has found _ guilty of _."
"Black","In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated _.","json-against-humanity/src/CAHe1",NA,FALSE,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated _."
"Black","In his new self-produced album, Kanye West raps over the sounds of _.","json-against-humanity/src/CAHe1",NA,FALSE,"In his new self-produced album, Kanye West raps over the sounds of _."
"Black","The socialist governments of Scandinavia have declared that access to _ is a basic human right.","json-against-humanity/src/CAHe1",NA,FALSE,"The socialist governments of Scandinavia have declared that access to _ is a basic human right."
"Black","He who controls _ controls the world.","json-against-humanity/src/CAHe1",NA,FALSE,"He who controls _ controls the world."
"Black","Dear Sir or Madam, We regret to inform you that the Office of _ has denied your request for _.","json-against-humanity/src/CAHe1",NA,FALSE,"Dear Sir or Madam, We regret to inform you that the Office of _ has denied your request for _."
"Black","The CIA now interrogates enemy agents by repeatedly subjecting them to _.","json-against-humanity/src/CAHe1",NA,FALSE,"The CIA now interrogates enemy agents by repeatedly subjecting them to _."
"Black","_ would be woefully incomplete without _.","json-against-humanity/src/CAHe2",NA,FALSE,"_ would be woefully incomplete without _."
"Black","During his midlife crisis, my dad got really into _.","json-against-humanity/src/CAHe2",NA,FALSE,"During his midlife crisis, my dad got really into _."
"Black","Before I run for president, I must destroy all evidence of my involvement with _.","json-against-humanity/src/CAHe2",NA,FALSE,"Before I run for president, I must destroy all evidence of my involvement with _."
"Black","In his newest and most difficult stunt, David Blaine must escape from _.","json-against-humanity/src/CAHe2",NA,FALSE,"In his newest and most difficult stunt, David Blaine must escape from _."
"Black","This is your captain speaking. Fasten your seatbelts and prepare for _.","json-against-humanity/src/CAHe2",NA,FALSE,"This is your captain speaking. Fasten your seatbelts and prepare for _."
"Black","My mom freaked out when she looked at my browser history and found _.com/_.","json-against-humanity/src/CAHe2",NA,FALSE,"My mom freaked out when she looked at my browser history and found _.com/_."
"Black","The Five Stages of Grief: denial, anger, bargaining, _, acceptance.","json-against-humanity/src/CAHe2",NA,FALSE,"The Five Stages of Grief: denial, anger, bargaining, _, acceptance."
"Black","Members of New York's social elite are paying thousands of dollars just to experience _.","json-against-humanity/src/CAHe2",NA,FALSE,"Members of New York's social elite are paying thousands of dollars just to experience _."
"Black","I went from _ to _, all thanks to _.","json-against-humanity/src/CAHe2",NA,FALSE,"I went from _ to _, all thanks to _."
"Black","Little Miss Muffet<br/><br/>Sat on a tuffet,<br/><br/>Eating her curds and _.","json-against-humanity/src/CAHe2",NA,FALSE,"Little Miss Muffet<br/><br/>Sat on a tuffet,<br/><br/>Eating her curds and _."
"Black","My country, 'tis of thee, sweet land of _.","json-against-humanity/src/CAHe2",NA,FALSE,"My country, 'tis of thee, sweet land of _."
"Black","After months of debate, the Occupy Wall Street General Assembly could only agree on ""More _!""","json-against-humanity/src/CAHe2",NA,FALSE,"After months of debate, the Occupy Wall Street General Assembly could only agree on ""More _!"""
"Black","I spent my whole life working toward _, only to have it ruined by _.","json-against-humanity/src/CAHe2",NA,FALSE,"I spent my whole life working toward _, only to have it ruined by _."
"Black","Next time on Dr. Phil: How to talk to your child about _.","json-against-humanity/src/CAHe2",NA,FALSE,"Next time on Dr. Phil: How to talk to your child about _."
"Black","Only two things in life are certain: death and _.","json-against-humanity/src/CAHe2",NA,FALSE,"Only two things in life are certain: death and _."
"Black","Everyone down on the ground! We don't want to hurt anyone. We're just here for _.","json-against-humanity/src/CAHe2",NA,FALSE,"Everyone down on the ground! We don't want to hurt anyone. We're just here for _."
"Black","The healing process began when I joined a support group for victims of _.","json-against-humanity/src/CAHe2",NA,FALSE,"The healing process began when I joined a support group for victims of _."
"Black","The votes are in, and the new high school mascot is _.","json-against-humanity/src/CAHe2",NA,FALSE,"The votes are in, and the new high school mascot is _."
"Black","Charades was ruined for me forever when my mom had to act out _.","json-against-humanity/src/CAHe2",NA,FALSE,"Charades was ruined for me forever when my mom had to act out _."
"Black","Before _, all we had was _.","json-against-humanity/src/CAHe2",NA,FALSE,"Before _, all we had was _."
"Black","Tonight on 20/20: What you don't know about _ could kill you.","json-against-humanity/src/CAHe2",NA,FALSE,"Tonight on 20/20: What you don't know about _ could kill you."
"Black","You haven't truly lived until you've experienced _ and _ at the same time.","json-against-humanity/src/CAHe2",NA,FALSE,"You haven't truly lived until you've experienced _ and _ at the same time."
"Black","Hey baby, come back to my place and I'll show you _.","json-against-humanity/src/CAHe3",NA,FALSE,"Hey baby, come back to my place and I'll show you _."
"Black","My gym teacher got fired for adding _ to the obstacle course.","json-against-humanity/src/CAHe3",NA,FALSE,"My gym teacher got fired for adding _ to the obstacle course."
"Black","Finally! A service that delivers _ right to your door.","json-against-humanity/src/CAHe3",NA,FALSE,"Finally! A service that delivers _ right to your door."
"Black","To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of _.","json-against-humanity/src/CAHe3",NA,FALSE,"To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of _."
"Black","My life is ruled by a vicious cycle of _ and _.","json-against-humanity/src/CAHe3",NA,FALSE,"My life is ruled by a vicious cycle of _ and _."
"Black","During high school, I never really fit in until I found _ club.","json-against-humanity/src/CAHe3",NA,FALSE,"During high school, I never really fit in until I found _ club."
"Black","Money can't buy me love, but it can buy me _.","json-against-humanity/src/CAHe3",NA,FALSE,"Money can't buy me love, but it can buy me _."
"Black","Listen, son. If you want to get involved with _, I won't stop you. Just steer clear of _.","json-against-humanity/src/CAHe3",NA,FALSE,"Listen, son. If you want to get involved with _, I won't stop you. Just steer clear of _."
"Black","A successful job interview begins with a firm handshake and ends with _.","json-against-humanity/src/CAHe3",NA,FALSE,"A successful job interview begins with a firm handshake and ends with _."
"Black","Call the law offices of Goldstein &amp; Goldstein, because no one should have to tolerate _ in the workplace.","json-against-humanity/src/CAHe3",NA,FALSE,"Call the law offices of Goldstein &amp; Goldstein, because no one should have to tolerate _ in the workplace."
"Black","Lovin' you is easy 'cause you're _.","json-against-humanity/src/CAHe3",NA,FALSE,"Lovin' you is easy 'cause you're _."
"Black","The blind date was going horribly until we discovered our shared interest in _.","json-against-humanity/src/CAHe3",NA,FALSE,"The blind date was going horribly until we discovered our shared interest in _."
"Black","What left this stain on my couch?","json-against-humanity/src/CAHe3",NA,FALSE,"What left this stain on my couch?"
"Black","Turns out that _-Man was neither the hero we needed nor wanted.","json-against-humanity/src/CAHe3",NA,FALSE,"Turns out that _-Man was neither the hero we needed nor wanted."
"Black","After months of practice with _, I think I'm finally ready for _.","json-against-humanity/src/CAHe3",NA,FALSE,"After months of practice with _, I think I'm finally ready for _."
"Black","In the seventh circle of Hell, sinners must endure _ for all eternity.","json-against-humanity/src/CAHe3",NA,FALSE,"In the seventh circle of Hell, sinners must endure _ for all eternity."
"Black","As part of his daily regimen, Anderson Cooper sets aside 15 minutes for _.","json-against-humanity/src/CAHe3",NA,FALSE,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for _."
"Black","When you get right down to it, _ is just _.","json-against-humanity/src/CAHe3",NA,FALSE,"When you get right down to it, _ is just _."
"Black","Having problems with _? Try _!","json-against-humanity/src/CAHe3",NA,FALSE,"Having problems with _? Try _!"
"Black","And what did <i>you</i> bring for show and tell?","json-against-humanity/src/CAHe3",NA,FALSE,"And what did <i>you</i> bring for show and tell?"
"Black","I'm not like the rest of you. I'm too rich and busy for _.","json-against-humanity/src/CAHe3",NA,FALSE,"I'm not like the rest of you. I'm too rich and busy for _."
"Black","With enough time and pressure, _ will turn into _.","json-against-humanity/src/CAHe3",NA,FALSE,"With enough time and pressure, _ will turn into _."
"Black","_: Hours of fun. Easy to use. Perfect for _!","json-against-humanity/src/CAHe3",NA,FALSE,"_: Hours of fun. Easy to use. Perfect for _!"
"Black","_. Awesome in theory, kind of a mess in practice.","json-against-humanity/src/CAHe3",NA,FALSE,"_. Awesome in theory, kind of a mess in practice."
"Black","As part of his contract, Prince won't perform without _ in his dressing room.","json-against-humanity/src/CAHe3",NA,FALSE,"As part of his contract, Prince won't perform without _ in his dressing room."
"Black","Dear Leader Kim Jong-un,<br>our village praises your infinite wisdom with a humble offering of _.","json-against-humanity/src/CAHe4",NA,FALSE,"Dear Leader Kim Jong-un,<br>our village praises your infinite wisdom with a humble offering of _."
"Black","_ may pass, but _ will last forever.","json-against-humanity/src/CAHe4",NA,FALSE,"_ may pass, but _ will last forever."
"Black","Alright, bros. Our frat house is condemned, and all the hot slampieces are over at Gamma Phi. The time has come to commence Operation _.","json-against-humanity/src/CAHe4",NA,FALSE,"Alright, bros. Our frat house is condemned, and all the hot slampieces are over at Gamma Phi. The time has come to commence Operation _."
"Black","The Japanese have developed a smaller, more efficient version of _.","json-against-humanity/src/CAHe4",NA,FALSE,"The Japanese have developed a smaller, more efficient version of _."
"Black","In return for my soul, the Devil promised me _, but all I got was _.","json-against-humanity/src/CAHe4",NA,FALSE,"In return for my soul, the Devil promised me _, but all I got was _."
"Black","You guys, I saw this crazy movie last night. It opens on _, and then there's some stuff about _, and then it ends with _.","json-against-humanity/src/CAHe4",NA,FALSE,"You guys, I saw this crazy movie last night. It opens on _, and then there's some stuff about _, and then it ends with _."
"Black","_ will never be the same after _.","json-against-humanity/src/CAHe4",NA,FALSE,"_ will never be the same after _."
"Black","Wes Anderson's new film tells the story of a precocious child coming to terms with _.","json-against-humanity/src/CAHe4",NA,FALSE,"Wes Anderson's new film tells the story of a precocious child coming to terms with _."
"Black","In the beginning, there was _.<br>And the Lord said, ""Let there be _.""","json-against-humanity/src/CAHe4",NA,FALSE,"In the beginning, there was _.<br>And the Lord said, ""Let there be _."""
"Black","What's fun until it gets weird?","json-against-humanity/src/CAHe4",NA,FALSE,"What's fun until it gets weird?"
"Black","We never did find _, but along the way we sure learned a lot about _.","json-against-humanity/src/CAHe4",NA,FALSE,"We never did find _, but along the way we sure learned a lot about _."
"Black","You've seen the bearded lady!<br>You've seen the ring of fire!<br>Now, ladies and gentlemen, feast your eyes upon _!","json-against-humanity/src/CAHe4",NA,FALSE,"You've seen the bearded lady!<br>You've seen the ring of fire!<br>Now, ladies and gentlemen, feast your eyes upon _!"
"Black","I'm sorry, sir, but we don't allow _ at the country club.","json-against-humanity/src/CAHe4",NA,FALSE,"I'm sorry, sir, but we don't allow _ at the country club."
"Black","2 AM in the city that never sleeps. The door swings open and <i>she</i> walks in, legs up to here. Something in her eyes tells me she's looking for _.","json-against-humanity/src/CAHe4",NA,FALSE,"2 AM in the city that never sleeps. The door swings open and <i>she</i> walks in, legs up to here. Something in her eyes tells me she's looking for _."
"Black","As king, how will I keep the peasants in line?","json-against-humanity/src/CAHe4",NA,FALSE,"As king, how will I keep the peasants in line?"
"Black","Oprah's book of the month is ""_ For _: A Story of Hope.""","json-against-humanity/src/CAHe4",NA,FALSE,"Oprah's book of the month is ""_ For _: A Story of Hope."""
"Black","Adventure.<br>Romance.<br>_.<br><br>From Paramount Pictures, ""_.""","json-against-humanity/src/CAHe4",NA,FALSE,"Adventure.<br>Romance.<br>_.<br><br>From Paramount Pictures, ""_."""
"Black","I am become _, destroyer of _!","json-against-humanity/src/CAHe4",NA,FALSE,"I am become _, destroyer of _!"
"Black","It lurks in the night. It hungers for flesh. This summer, no one is safe from _.","json-against-humanity/src/CAHe4",NA,FALSE,"It lurks in the night. It hungers for flesh. This summer, no one is safe from _."
"Black","If you can't handle _, you'd better stay away from _.","json-against-humanity/src/CAHe4",NA,FALSE,"If you can't handle _, you'd better stay away from _."
"Black","This is the prime of my life. I'm young, hot, and full of _.","json-against-humanity/src/CAHe4",NA,FALSE,"This is the prime of my life. I'm young, hot, and full of _."
"Black","I'm pretty sure I'm high right now, because I'm absolutely mesmerized by _.","json-against-humanity/src/CAHe4",NA,FALSE,"I'm pretty sure I'm high right now, because I'm absolutely mesmerized by _."
"Black","This year's hottest album is ""_"" by _.","json-against-humanity/src/CAHe4",NA,FALSE,"This year's hottest album is ""_"" by _."
"Black","Every step towards _ gets me a little closer to _.","json-against-humanity/src/CAHe4",NA,FALSE,"Every step towards _ gets me a little closer to _."
"Black","Forget everything you know about _, because now we've supercharged it with _!","json-against-humanity/src/CAHe4",NA,FALSE,"Forget everything you know about _, because now we've supercharged it with _!"
"Black","Honey, I have a new role-play I want to try tonight! You can be _, and I'll be _.","json-against-humanity/src/CAHe4",NA,FALSE,"Honey, I have a new role-play I want to try tonight! You can be _, and I'll be _."
"Black","Do the Dew &reg; with our most extreme flavor yet! Get ready for Mountain Dew _!","json-against-humanity/src/CAHe5",NA,FALSE,"Do the Dew &reg; with our most extreme flavor yet! Get ready for Mountain Dew _!"
"Black","Armani suit: $1,000. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with _: priceless.","json-against-humanity/src/CAHe5",NA,FALSE,"Armani suit: $1,000. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with _: priceless."
"Black","In his new action comedy, Jackie Chan must fend off ninjas while also dealing with _.","json-against-humanity/src/CAHe5",NA,FALSE,"In his new action comedy, Jackie Chan must fend off ninjas while also dealing with _."
"Black","Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for _.","json-against-humanity/src/CAHe5",NA,FALSE,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for _."
"Black","Here at the Academy for Gifted Children, we allow students to explore _ at their own pace.","json-against-humanity/src/CAHe5",NA,FALSE,"Here at the Academy for Gifted Children, we allow students to explore _ at their own pace."
"Black","Why am I broke?","json-against-humanity/src/CAHe5",NA,FALSE,"Why am I broke?"
"Black","Hi MTV! My name is Kendra, I live in Malibu, I'm into _, and I love to have a good time.","json-against-humanity/src/CAHe5",NA,FALSE,"Hi MTV! My name is Kendra, I live in Malibu, I'm into _, and I love to have a good time."
"Black","Patient presents with _. Likely a result of _.","json-against-humanity/src/CAHe5",NA,FALSE,"Patient presents with _. Likely a result of _."
"Black","Life's pretty tough in the fast lane. That's why I never leave the house without _.","json-against-humanity/src/CAHe5",NA,FALSE,"Life's pretty tough in the fast lane. That's why I never leave the house without _."
"Black","What's making things awkward in the sauna?","json-against-humanity/src/CAHe5",NA,FALSE,"What's making things awkward in the sauna?"
"Black","Get ready for the movie of the summer! One cop plays by the book. The other's only interested in one thing: _.","json-against-humanity/src/CAHe5",NA,FALSE,"Get ready for the movie of the summer! One cop plays by the book. The other's only interested in one thing: _."
"Black","Having the worst day EVER. #_","json-against-humanity/src/CAHe5",NA,FALSE,"Having the worst day EVER. #_"
"Black","In his farewell address, George Washington famously warned Americans about the dangers of _.","json-against-humanity/src/CAHe5",NA,FALSE,"In his farewell address, George Washington famously warned Americans about the dangers of _."
"Black","Don't forget! Beginning this week, Casual Friday will officially become ""_ Friday.""","json-against-humanity/src/CAHe5",NA,FALSE,"Don't forget! Beginning this week, Casual Friday will officially become ""_ Friday."""
"Black","Yo' mama so fat she _!","json-against-humanity/src/CAHe5",NA,FALSE,"Yo' mama so fat she _!"
"Black","Well if _ is good enough for _, it's good enough for me.","json-against-humanity/src/CAHe5",NA,FALSE,"Well if _ is good enough for _, it's good enough for me."
"Black","Hi, this is Jim from accounting. We noticed a $1,200 charge labeled ""_"". Can you explain?","json-against-humanity/src/CAHe5",NA,FALSE,"Hi, this is Jim from accounting. We noticed a $1,200 charge labeled ""_"". Can you explain?"
"Black","Do you lack energy? Does it sometimes feel like the whole world is _? Zoloft.&reg;","json-against-humanity/src/CAHe5",NA,FALSE,"Do you lack energy? Does it sometimes feel like the whole world is _? Zoloft.&reg;"
"Black","And today's soup is Cream of _.","json-against-humanity/src/CAHe5",NA,FALSE,"And today's soup is Cream of _."
"Black","When I was a kid, we used to play Cowboys and _.","json-against-humanity/src/CAHe6",NA,FALSE,"When I was a kid, we used to play Cowboys and _."
